,name,sex,count,syllables,consonants,ratio
755,Jane,F,371533,1,2,2
756,Janet,F,556088,2,3,1.5
757,Janette,F,31941,2,4,2
758,Janie,F,74614,2,2,1
759,Jannie,F,14789,2,3,1.5
760,Jarrett,F,78,2,5,2.5
761,Jason,F,5011,2,3,1.5
762,Jasper,F,806,2,4,2
763,Jay,F,2497,1,2,2
764,Jean,F,457870,1,2,2
765,Jeanette,F,162959,2,4,2
766,Jeanne,F,162980,1,3,3
767,Jeannette,F,69090,2,5,2.5
768,Jeff,F,263,1,3,3
769,Jennette,F,3522,2,5,2.5
770,Jennie,F,126650,2,3,1.5
771,Jenny,F,90940,2,4,2
772,Jeremiah,F,661,4,4,1
773,Jerome,F,1061,2,3,1.5
774,Jerry,F,17312,2,4,2
775,Jess,F,434,1,3,3
776,Jesse,F,12020,2,3,1.5
777,Jessee,F,308,2,3,1.5
778,Jessica,F,1046051,3,4,1.333333333
779,Jessie,F,167462,2,3,1.5
780,Jesus,F,2659,2,3,1.5
781,Jettie,F,3619,2,3,1.5
782,Jewel,F,40038,2,3,1.5
783,Jewell,F,29320,2,4,2
784,Jim,F,816,1,2,2
785,Jimmie,F,22967,2,3,1.5
786,Joan,F,480039,1,2,2
787,Joanna,F,104264,3,3,1
788,Jodie,F,27163,2,2,1
789,Joe,F,11318,1,1,1
790,Joel,F,2558,2,2,1
791,Joella,F,3815,2,3,1.5
792,Johanna,F,51492,3,4,1.333333333
793,Johannah,F,2947,3,5,1.666666667
794,John,F,21691,1,3,3
795,Johnie,F,5131,2,3,1.5
796,Johnnie,F,48945,2,4,2
797,Johnny,F,3732,2,5,2.5
798,Johnson,F,22,2,5,2.5
799,Jonah,F,605,2,3,1.5
800,Jonas,F,28,2,3,1.5
801,Jonathan,F,3538,3,5,1.666666667
802,Jones,F,29,1,3,3
803,Jordan,F,131004,2,4,2
804,Jose,F,4175,2,2,1
805,Joseph,F,10654,2,4,2
806,Josephine,F,307270,3,5,1.666666667
807,Joshua,F,4915,3,3,1
808,Josiah,F,375,3,3,1
809,Josie,F,58477,2,2,1
810,Josiephine,F,1061,4,5,1.25
811,Jossie,F,1985,2,3,1.5
812,Juan,F,2732,1,2,2
813,Juana,F,17564,2,2,1
814,Juanita,F,207178,3,3,1
815,Judith,F,452483,2,4,2
816,Judy,F,382081,2,3,1.5
817,Jules,F,1459,1,3,3
818,Julia,F,459021,2,2,1
819,Julian,F,3118,3,3,1
820,Julie,F,508338,2,2,1
821,Juliet,F,30202,3,3,1
822,Julius,F,410,2,3,1.5
823,June,F,193399,1,2,2
824,Junie,F,1323,2,2,1
825,Justice,F,16354,2,4,2
826,Justin,F,3791,2,4,2
827,Justus,F,726,2,4,2
828,Karl,F,915,1,3,3
829,Kate,F,80983,1,2,2
830,Katharine,F,40957,2,5,2.5
831,Katherine,F,637705,3,5,1.666666667
832,Katheryn,F,14899,3,6,2
833,Kathleen,F,711909,2,5,2.5
834,Kathrine,F,15650,3,5,1.666666667
835,Kathryn,F,451947,2,6,3
836,Kathryne,F,5913,3,6,2
837,Katie,F,236944,2,2,1
838,Kattie,F,5570,2,3,1.5
839,Katy,F,20373,2,3,1.5
840,Kelly,F,471502,2,4,2
841,Kenneth,F,5332,2,5,2.5
842,King,F,24,1,3,3
843,Kirk,F,197,1,3,3
844,Kit,F,1354,1,2,2
845,Kittie,F,2467,2,3,1.5
846,Kitty,F,11627,2,4,2
847,Kizzie,F,1741,2,3,1.5
848,Lacy,F,19732,2,3,1.5
849,Lafayette,F,21,3,5,1.666666667
850,Lanie,F,4911,2,2,1
851,Larkin,F,1584,2,4,2
852,Larry,F,3560,2,4,2
853,Laura,F,795619,2,2,1
854,Laurence,F,460,2,4,2
855,Lauretta,F,9633,3,4,1.333333333
856,Lavenia,F,1691,3,3,1
857,Lavern,F,6846,2,4,2
858,Lavina,F,6507,3,3,1
859,Lavinia,F,5125,3,3,1
860,Lavonia,F,1901,3,3,1
861,Lawrence,F,2125,2,5,2.5
862,Lawson,F,370,2,4,2
863,Layton,F,571,2,4,2
864,Lea,F,31344,1,1,1
865,Leah,F,226472,2,2,1
866,Leana,F,4447,2,2,1
867,Leander,F,28,3,4,1.333333333
868,Leanna,F,23846,2,3,1.5
869,Leatha,F,6023,2,3,1.5
870,Leda,F,3335,2,2,1
871,Lee,F,62143,1,1,1
872,Leila,F,46301,2,2,1
873,Leitha,F,731,2,3,1.5
874,Lela,F,42305,2,2,1
875,Leland,F,444,2,4,2
876,Lelia,F,15447,2,2,1
877,Lella,F,864,2,3,1.5
878,Lemma,F,262,2,3,1.5
879,Len,F,102,1,2,2
880,Lena,F,138212,2,2,1
881,Lenard,F,7,2,4,2
882,Lenna,F,3647,2,3,1.5
883,Lennie,F,4557,2,3,1.5
884,Lenora,F,34765,3,3,1
885,Lenore,F,22437,2,3,1.5
886,Leo,F,1949,2,1,0.5
887,Leola,F,27961,2,2,1
888,Leon,F,1423,2,2,1
889,Leona,F,108936,3,2,0.666666667
890,Leonard,F,1412,2,4,2
891,Leone,F,6124,2,2,1
892,Leonie,F,1786,2,2,1
893,Leonora,F,6917,4,3,0.75
894,Leora,F,11253,2,2,1
895,Leota,F,10410,2,2,1
896,Leroy,F,1182,2,3,1.5
897,Leslie,F,267081,2,3,1.5
898,Lessie,F,14065,2,3,1.5
899,Lester,F,1359,2,4,2
900,Leta,F,11848,2,2,1
901,Letha,F,19126,2,3,1.5
902,Letitia,F,11391,4,3,0.75
903,Letta,F,746,2,3,1.5
904,Lettie,F,9571,2,3,1.5
905,Letty,F,3643,2,4,2
906,Levi,F,912,2,2,1
907,Levy,F,83,2,3,1.5
908,Lew,F,15,1,2,2
909,Lewis,F,870,2,3,1.5
910,Libbie,F,2441,2,3,1.5
911,Lida,F,5841,2,2,1
912,Liddie,F,1281,2,3,1.5
913,Lidie,F,91,2,2,1
914,Lila,F,66534,2,2,1
915,Lilian,F,16899,3,3,1
916,Lilla,F,4249,2,3,1.5
917,Liller,F,333,2,4,2
918,Lillian,F,444800,3,4,1.333333333
919,Lillie,F,156062,2,3,1.5
920,Lillis,F,637,2,4,2
921,Lilly,F,57434,2,4,2
922,Lily,F,148104,2,3,1.5
923,Lina,F,16130,2,2,1
924,Lincoln,F,1163,2,5,2.5
925,Linda,F,1452668,2,3,1.5
926,Lindsay,F,129555,2,5,2.5
927,Lindsey,F,156120,2,5,2.5
928,Linna,F,834,2,3,1.5
929,Linnie,F,7907,2,3,1.5
930,Linwood,F,5,2,4,2
931,Lionel,F,44,3,3,1
932,Lissie,F,934,2,3,1.5
933,Littie,F,623,2,3,1.5
934,Liza,F,16770,2,2,1
935,Lizzie,F,38846,2,3,1.5
936,Llewellyn,F,291,3,7,2.333333333
937,Lloyd,F,999,1,4,4
938,Logan,F,25502,2,3,1.5
939,Lois,F,332089,2,2,1
940,Lola,F,88404,2,2,1
941,Lollie,F,1014,2,3,1.5
942,Loma,F,2284,2,2,1
943,Lon,F,20,1,2,2
944,Lona,F,10799,2,2,1
945,Lonie,F,1677,2,2,1
946,Lonnie,F,6873,2,3,1.5
947,Lora,F,51865,2,2,1
948,Loran,F,817,2,3,1.5
949,Loren,F,12299,2,3,1.5
950,Lorena,F,43707,3,3,1
951,Lorene,F,39225,2,3,1.5
952,Lorenzo,F,307,3,4,1.333333333
953,Loretta,F,175076,3,4,1.333333333
954,Lorin,F,2614,2,3,1.5
955,Lotta,F,499,2,3,1.5
956,Lottie,F,46216,2,3,1.5
957,Lou,F,33703,1,1,1
958,Louella,F,13165,3,3,1
959,Louetta,F,1520,2,3,1.5
960,Louie,F,2200,2,1,0.5
961,Louis,F,2819,2,2,1
962,Louisa,F,19214,3,2,0.666666667
963,Louise,F,333019,2,2,1
964,Loula,F,616,2,2,1
965,Louvenia,F,3625,3,3,1
966,Love,F,2810,1,2,2
967,Lovie,F,5771,2,2,1
968,Lovina,F,2133,3,3,1
969,Lovisa,F,32,3,3,1
970,Loyd,F,86,1,3,3
971,Lucia,F,43344,2,2,1
972,Lucian,F,32,2,3,1.5
973,Lucie,F,6576,2,2,1
974,Lucien,F,5,3,3,1
975,Lucile,F,34672,2,3,1.5
976,Lucille,F,224420,2,4,2
977,Lucina,F,1328,3,3,1
978,Lucinda,F,37551,3,4,1.333333333
979,Lucious,F,5,2,3,1.5
980,Lucretia,F,10421,3,4,1.333333333
981,Lucy,F,202620,2,3,1.5
982,Ludie,F,2687,2,2,1
983,Lue,F,6474,1,1,1
984,Luella,F,30534,3,3,1
985,Lugenia,F,781,3,3,1
986,Luis,F,1514,2,2,1
987,Luke,F,519,1,2,2
988,Lula,F,84455,2,2,1
989,Lular,F,572,2,3,1.5
990,Lulie,F,187,2,2,1
991,Lulu,F,12305,2,2,1
992,Luna,F,33656,2,2,1
993,Lura,F,9493,2,2,1
994,Luther,F,435,2,4,2
995,Lutie,F,735,2,2,1
996,Luvenia,F,3932,3,3,1
997,Lyda,F,4904,2,3,1.5
998,Lydia,F,167114,3,3,1
999,Lyle,F,975,1,3,3
1000,Lynn,F,181904,1,4,4
1001,Mabel,F,134949,2,3,1.5
1002,Mabelle,F,2533,2,4,2
1003,Mable,F,52861,2,3,1.5
1004,Mac,F,34,1,2,2
1005,Mack,F,180,1,3,3
1006,Madeline,F,187472,3,4,1.333333333
1007,Madge,F,13430,1,3,3
1008,Madie,F,3168,2,2,1
1009,Madison,F,380781,3,4,1.333333333
1010,Madora,F,357,3,3,1
1011,Mae,F,110744,1,1,1
1012,Magdalen,F,3169,3,5,1.666666667
1013,Magdalena,F,17700,4,5,1.25
1014,Magdalene,F,9113,3,5,1.666666667
1015,Maggie,F,115545,2,3,1.5
1016,Magnolia,F,10249,3,4,1.333333333
1017,Mahala,F,2722,3,3,1
1018,Mahalia,F,1988,4,3,0.75
1019,Mahlon,F,12,2,4,2
1020,Mai,F,5308,1,1,1
1021,Major,F,47,2,3,1.5
1022,Malachi,F,244,3,4,1.333333333
1023,Malcolm,F,119,2,5,2.5
1024,Malinda,F,20926,3,4,1.333333333
1025,Malissa,F,8826,3,4,1.333333333
1026,Mallie,F,3118,2,3,1.5
1027,Malvina,F,1680,3,4,1.333333333
1028,Mame,F,582,1,2,2
1029,Mamie,F,77760,2,2,1
1030,Mammie,F,2522,2,3,1.5
1031,Manda,F,3294,2,3,1.5
1032,Mandy,F,42170,2,4,2
1033,Manerva,F,60,3,4,1.333333333
1034,Manervia,F,40,3,4,1.333333333
1035,Manie,F,529,2,2,1
1036,Manuel,F,1153,2,3,1.5
1037,Manuela,F,10474,3,3,1
1038,Marcella,F,63899,3,5,1.666666667
1039,Marcellus,F,5,3,6,2
1040,Marcia,F,133038,2,3,1.5
1041,Marcus,F,1337,2,4,2
1042,Margaret,F,1248985,3,5,1.666666667
1043,Margarett,F,4904,3,6,2
1044,Margaretta,F,2534,4,6,1.5
1045,Margarette,F,6094,4,6,1.5
1046,Margarita,F,39466,4,5,1.25
1047,Margeret,F,972,3,5,1.666666667
1048,Margery,F,15759,3,5,1.666666667
1049,Margie,F,105858,2,3,1.5
1050,Margret,F,9978,2,5,2.5
1051,Marguerite,F,93490,3,5,1.666666667
1052,Maria,F,546026,3,2,0.666666667
1053,Mariah,F,108579,3,3,1
1054,Marian,F,140551,3,3,1
1055,Marie,F,536691,2,2,1
1056,Marietta,F,14808,4,4,1
1057,Marilla,F,704,3,4,1.333333333
1058,Marion,F,188391,3,3,1
1059,Marjorie,F,272450,3,4,1.333333333
1060,Mark,F,4491,1,3,3
1061,Marquis,F,474,2,4,2
1062,Marshal,F,74,2,5,2.5
1063,Marshall,F,1132,2,6,3
1064,Martha,F,548773,2,4,2
1065,Martin,F,1476,2,4,2
1066,Martina,F,17350,3,4,1.333333333
1067,Marvin,F,1610,2,4,2
1068,Mary,F,4125675,2,3,1.5
1069,Maryann,F,62218,3,5,1.666666667
1070,Mason,F,2902,2,3,1.5
1071,Mathew,F,207,2,4,2
1072,Mathilda,F,7285,3,5,1.666666667
1073,Mathilde,F,1640,2,5,2.5
1074,Matie,F,579,2,2,1
1075,Matilda,F,32165,3,4,1.333333333
1076,Matt,F,5,1,3,3
1077,Matthew,F,5519,2,5,2.5
1078,Mattie,F,131300,2,3,1.5
1079,Maud,F,13141,1,2,2
1080,Maude,F,45537,1,2,2
1081,Maudie,F,11781,2,2,1
1082,Maurice,F,2611,2,3,1.5
1083,Max,F,754,1,2,2
1084,Maxwell,F,437,2,5,2.5
1085,May,F,48355,1,2,2
1086,Maybelle,F,6043,2,5,2.5
1087,Maye,F,1891,1,2,2
1088,Mayme,F,10892,1,3,3
1089,Maymie,F,1054,2,3,1.5
1090,Maynard,F,22,2,5,2.5
1091,Mazie,F,8201,2,2,1
1092,Meda,F,1882,2,2,1
1093,Media,F,473,3,2,0.666666667
1094,Melinda,F,135146,3,4,1.333333333
1095,Melissa,F,754292,3,4,1.333333333
1096,Mellie,F,2105,2,3,1.5
1097,Melva,F,14149,2,3,1.5
1098,Melville,F,14,2,5,2.5
1099,Melvin,F,2139,2,4,2
1100,Melvina,F,6629,3,4,1.333333333
1101,Mena,F,1362,2,2,1
1102,Mercedes,F,44961,3,5,1.666666667
1103,Merida,F,1016,3,3,1
1104,Merle,F,14717,1,3,3
1105,Merrill,F,2024,2,5,2.5
1106,Merritt,F,1995,2,5,2.5
1107,Mertie,F,1830,2,3,1.5
1108,Mervin,F,38,2,4,2
1109,Meta,F,6190,2,2,1
1110,Metta,F,1098,2,3,1.5
1111,Mettie,F,1030,2,3,1.5
1112,Michael,F,21732,2,4,2
1113,Micheal,F,1836,2,4,2
1114,Michel,F,3494,2,4,2
1115,Mignon,F,2239,2,4,2
1116,Miguel,F,985,2,3,1.5
1117,Mike,F,662,1,2,2
1118,Mildred,F,450709,2,5,2.5
1119,Miles,F,239,1,3,3
1120,Milford,F,13,2,5,2.5
1121,Millard,F,33,2,5,2.5
1122,Miller,F,938,2,4,2
1123,Millicent,F,11011,3,6,2
1124,Millie,F,30321,2,3,1.5
1125,Milo,F,232,2,2,1
1126,Milton,F,615,2,4,2
1127,Mima,F,719,2,2,1
1128,Mina,F,15898,2,2,1
1129,Minda,F,1594,2,3,1.5
1130,Minerva,F,15246,3,4,1.333333333
1131,Minervia,F,95,3,4,1.333333333
1132,Minna,F,2938,2,3,1.5
1133,Minnie,F,158841,2,3,1.5
1134,Minor,F,12,2,3,1.5
1135,Minta,F,1283,2,3,1.5
1136,Mintie,F,446,2,3,1.5
1137,Miriam,F,109215,3,3,1
1138,Missouri,F,1558,3,4,1.333333333
1139,Mitchel,F,22,2,5,2.5
1140,Mitchell,F,1128,2,6,3
1141,Mittie,F,6297,2,3,1.5
1142,Mollie,F,46671,2,3,1.5
1143,Molly,F,165107,2,4,2
1144,Mona,F,45140,2,2,1
1145,Monica,F,248400,3,3,1
1146,Monroe,F,3273,2,3,1.5
1147,Montgomery,F,339,3,7,2.333333333
1148,Morgan,F,214230,2,4,2
1149,Morris,F,484,2,4,2
1150,Morton,F,5,2,4,2
1151,Mose,F,55,1,2,2
1152,Moses,F,45,2,3,1.5
1153,Mozella,F,1823,3,4,1.333333333
1154,Muriel,F,54692,3,3,1
1155,Murray,F,326,2,4,2
1156,Myra,F,60360,2,3,1.5
1157,Myron,F,463,2,4,2
1158,Myrta,F,956,2,4,2
1159,Myrtie,F,4401,2,4,2
1160,Myrtle,F,136450,2,5,2.5
1161,Nan,F,10267,1,2,2
1162,Nancy,F,1002365,2,4,2
1163,Nannie,F,25560,2,3,1.5
1164,Naomi,F,160706,3,2,0.666666667
1165,Napoleon,F,5,4,4,1
1166,Natalie,F,352491,3,3,1
1167,Nate,F,302,1,2,2
1168,Nathan,F,1749,2,4,2
1169,Nathaniel,F,1148,3,5,1.666666667
1170,Neal,F,257,1,2,2
1171,Nealie,F,771,2,2,1
1172,Ned,F,5,1,2,2
1173,Neil,F,385,1,2,2
1174,Nelia,F,1479,3,2,0.666666667
1175,Nell,F,26798,1,3,3
1176,Nella,F,3893,2,3,1.5
1177,Nelle,F,5576,1,3,3
1178,Nellie,F,149572,2,3,1.5
1179,Nelson,F,406,2,4,2
1180,Nena,F,4838,2,2,1
1181,Neppie,F,38,2,3,1.5
1182,Netta,F,1074,2,3,1.5
1183,Nettie,F,49306,2,3,1.5
1184,Neva,F,20797,2,2,1
1185,Nevada,F,2934,3,3,1
1186,Newton,F,5,2,4,2
1187,Nicholas,F,3123,3,5,1.666666667
1188,Nick,F,132,1,3,3
1189,Nina,F,126912,2,2,1
1190,Noah,F,2121,2,2,1
1191,Noble,F,388,2,3,1.5
1192,Noel,F,14081,2,2,1
1193,Nola,F,23159,2,2,1
1194,Nolia,F,532,2,2,1
1195,Nolie,F,281,2,2,1
1196,Nona,F,16571,2,2,1
1197,Nonie,F,1350,2,2,1
1198,Nora,F,150545,2,2,1
1199,Norah,F,22665,2,3,1.5
1200,Norma,F,277458,2,3,1.5
1201,Norman,F,1603,2,4,2
1202,Norris,F,523,2,4,2
1203,Nova,F,19838,2,2,1
1204,Obie,F,271,2,1,0.5
1205,Ocie,F,4057,2,1,0.5
1206,Octavia,F,16514,4,3,0.75
1207,Oda,F,1324,2,1,0.5
1208,Odelia,F,2552,4,2,0.5
1209,Odessa,F,17634,3,3,1
1210,Odie,F,1589,2,1,0.5
1211,Ola,F,29554,2,1,0.5
1212,Olen,F,13,2,2,1
1213,Olga,F,61482,2,2,1
1214,Olie,F,420,2,1,0.5
1215,Olin,F,5,2,2,1
1216,Olive,F,55471,2,2,1
1217,Oliver,F,598,3,3,1
1218,Olivia,F,452441,4,2,0.5
1219,Ollie,F,40999,2,2,1
1220,Oma,F,9593,2,1,0.5
1221,Omar,F,456,2,2,1
1222,Omer,F,61,2,2,1
1223,Omie,F,1145,2,1,0.5
1224,Ona,F,7743,2,1,0.5
1225,Onie,F,1786,2,1,0.5
1226,Opal,F,69432,2,2,1
1227,Ophelia,F,18384,3,3,1
1228,Ora,F,38993,2,1,0.5
1229,Oral,F,506,2,2,1
1230,Oren,F,35,2,2,1
1231,Orie,F,428,2,1,0.5
1232,Orilla,F,225,3,3,1
1233,Orin,F,11,2,2,1
1234,Orion,F,442,3,2,0.666666667
1235,Orla,F,805,2,2,1
1236,Orlando,F,242,3,4,1.333333333
1237,Orpha,F,5950,2,3,1.5
1238,Orrie,F,313,2,2,1
1239,Orval,F,12,2,3,1.5
1240,Orville,F,155,2,4,2
1241,Osa,F,653,2,1,0.5
1242,Oscar,F,1070,2,3,1.5
1243,Osie,F,1354,2,1,0.5
1244,Ossie,F,2916,2,2,1
1245,Otelia,F,1184,3,2,0.666666667
1246,Otha,F,1403,2,2,1
1247,Otis,F,887,2,2,1
1248,Ottie,F,1264,2,2,1
1249,Ottilia,F,536,3,3,1
1250,Ottilie,F,784,3,3,1
1251,Ottis,F,174,2,3,1.5
1252,Otto,F,100,2,2,1
1253,Owen,F,475,2,2,1
1254,Pablo,F,69,2,3,1.5
1255,Palmer,F,2063,2,4,2
1256,Pansy,F,10953,2,4,2
1257,Paralee,F,1215,3,3,1
1258,Parker,F,16545,2,4,2
1259,Parthenia,F,1415,4,5,1.25
1260,Pat,F,40123,1,2,2
1261,Patience,F,10958,2,4,2
1262,Patrick,F,2829,2,5,2.5
1263,Patsy,F,119311,2,4,2
1264,Pattie,F,9503,2,3,1.5
1265,Patty,F,62437,2,4,2
1266,Paul,F,5845,1,2,2
1267,Paula,F,278348,2,2,1
1268,Paulina,F,17686,3,3,1
1269,Pauline,F,226000,2,3,1.5
1270,Payton,F,52437,2,4,2
1271,Pearl,F,156514,1,3,3
1272,Pearle,F,2820,1,3,3
1273,Pearlie,F,18122,2,3,1.5
1274,Pedro,F,499,2,3,1.5
1275,Peggy,F,292610,2,4,2
1276,Penelope,F,65643,4,4,1
1277,Percy,F,581,2,4,2
1278,Perley,F,32,2,4,2
1279,Permelia,F,551,3,4,1.333333333
1280,Perry,F,2979,2,4,2
1281,Pete,F,170,1,2,2
1282,Peter,F,1938,2,3,1.5
1283,Phebe,F,2760,2,3,1.5
1284,Phil,F,73,1,3,3
1285,Philip,F,1137,2,4,2
1286,Phillip,F,1332,2,5,2.5
1287,Philomena,F,9318,4,5,1.25
1288,Phoebe,F,33544,2,3,1.5
1289,Phyllis,F,322391,2,6,3
1290,Pierce,F,220,1,3,3
1291,Pierre,F,74,2,3,1.5
1292,Pink,F,38,1,3,3
1293,Pinkey,F,579,2,4,2
1294,Pinkie,F,3881,2,3,1.5
1295,Pleasant,F,73,2,5,2.5
1296,Pollie,F,1265,2,3,1.5
1297,Polly,F,29194,2,4,2
1298,Porter,F,520,2,4,2
1299,Presley,F,21937,2,5,2.5
1300,Preston,F,677,2,5,2.5
1301,Price,F,40,1,3,3
1302,Prince,F,550,1,4,4
1303,Priscilla,F,119367,3,6,2
1304,Prudence,F,5653,2,5,2.5
1305,Queen,F,14859,1,2,2
1306,Queenie,F,3780,2,2,1
1307,Quincy,F,3744,2,4,2
1308,Rachael,F,82093,2,4,2
1309,Rachel,F,564572,2,4,2
1310,Rae,F,22013,1,1,1
1311,Rafael,F,569,3,3,1
1312,Raleigh,F,2162,2,4,2
1313,Ralph,F,1839,1,4,4
1314,Ramon,F,534,2,3,1.5
1315,Randall,F,1155,2,5,2.5
1316,Randolph,F,112,2,6,3
1317,Ransom,F,5,2,4,2
1318,Ray,F,5438,1,2,2
1319,Raymond,F,3517,2,5,2.5
1320,Reba,F,35286,2,2,1
1321,Rebecca,F,748406,3,4,1.333333333
1322,Reece,F,3891,1,2,2
1323,Reese,F,32555,1,2,2
1324,Regina,F,178480,3,3,1
1325,Reginald,F,757,3,5,1.666666667
1326,Rella,F,1276,2,3,1.5
1327,Rena,F,38566,2,2,1
1328,Rene,F,21724,2,2,1
1329,Rennie,F,879,2,3,1.5
1330,Reta,F,8614,2,2,1
1331,Retta,F,3367,2,3,1.5
1332,Reuben,F,45,2,3,1.5
1333,Rex,F,140,1,2,2
1334,Rhoda,F,25677,2,3,1.5
1335,Richard,F,9531,2,5,2.5
1336,Riley,F,106901,2,3,1.5
1337,Rilla,F,2584,2,3,1.5
1338,Rillie,F,69,2,3,1.5
1339,Rita,F,283228,2,2,1
1340,Robbie,F,22290,2,3,1.5
1341,Robert,F,20099,2,4,2
1342,Roberta,F,171133,3,4,1.333333333
1343,Roderick,F,263,2,5,2.5
1344,Rodney,F,1175,2,4,2
1345,Roena,F,984,2,2,1
1346,Roger,F,1689,2,3,1.5
1347,Roland,F,362,2,4,2
1348,Rolla,F,65,2,3,1.5
1349,Rolland,F,5,2,5,2.5
1350,Rollie,F,24,2,3,1.5
1351,Rosa,F,174125,2,2,1
1352,Rosalee,F,10854,3,3,1
1353,Rosalia,F,7638,4,3,0.75
1354,Rosalie,F,72642,3,3,1
1355,Rosanna,F,14125,3,4,1.333333333
1356,Roscoe,F,5,2,3,1.5
1357,Rose,F,483744,1,2,2
1358,Roseanna,F,5672,3,4,1.333333333
1359,Rosella,F,15498,3,4,1.333333333
1360,Rosetta,F,27838,3,4,1.333333333
1361,Rosia,F,3506,2,2,1
1362,Rosie,F,80012,2,2,1
1363,Rosina,F,5377,3,3,1
1364,Ross,F,410,1,3,3
1365,Rowena,F,10257,3,3,1
1366,Roxanna,F,13025,3,4,1.333333333
1367,Roxie,F,18123,2,2,1
1368,Roy,F,2687,1,2,2
1369,Royal,F,2379,2,3,1.5
1370,Ruben,F,655,2,3,1.5
1371,Rubin,F,16,2,3,1.5
1372,Ruby,F,351681,2,3,1.5
1373,Rudolph,F,197,2,5,2.5
1374,Rufus,F,151,2,3,1.5
1375,Rupert,F,16,2,4,2
1376,Russel,F,12,2,4,2
1377,Russell,F,1696,2,5,2.5
1378,Ruth,F,824855,1,3,3
1379,Ruthie,F,20839,2,3,1.5
1380,Sabina,F,7538,3,3,1
1381,Sabra,F,4909,2,3,1.5
1382,Sada,F,1243,2,2,1
1383,Sadie,F,125159,2,2,1
1384,Sallie,F,49802,2,3,1.5
1385,Sally,F,203881,2,4,2
1386,Salome,F,3576,3,3,1
1387,Sam,F,1451,1,2,2
1388,Samantha,F,574614,3,5,1.666666667
1389,Sammie,F,7597,2,3,1.5
1390,Samuel,F,2824,2,3,1.5
1391,Sanders,F,6,2,5,2.5
1392,Sandy,F,68618,2,4,2
1393,Sannie,F,21,2,3,1.5
1394,Santiago,F,105,4,4,1
1395,Santos,F,2758,2,4,2
1396,Sara,F,424738,2,2,1
1397,Sarah,F,1077746,2,3,1.5
1398,Saul,F,74,1,2,2
1399,Savannah,F,169654,3,5,1.666666667
1400,Schuyler,F,1236,2,6,3
1401,Scott,F,2610,1,4,4
1402,Selena,F,50739,3,3,1
1403,Selina,F,17995,3,3,1
1404,Selma,F,26388,2,3,1.5
1405,Sena,F,2765,2,2,1
1406,Serena,F,41624,3,3,1
1407,Seth,F,495,1,3,3
1408,Seymour,F,10,2,4,2
1409,Shade,F,846,1,3,3
1410,Shelby,F,145139,2,5,2.5
1411,Shelton,F,172,2,5,2.5
1412,Sherman,F,203,2,5,2.5
1413,Shirley,F,685381,2,5,2.5
1414,Sibyl,F,4351,2,4,2
1415,Sid,F,5,1,2,2
1416,Sidney,F,23784,2,4,2
1417,Silas,F,85,2,3,1.5
1418,Simeon,F,25,3,3,1
1419,Simon,F,155,2,3,1.5
1420,Sina,F,1640,2,2,1
1421,Smith,F,131,1,4,4
1422,Sol,F,2163,1,2,2
1423,Solomon,F,11,3,4,1.333333333
1424,Sophia,F,350103,3,3,1
1425,Sophie,F,113974,2,3,1.5
1426,Sophronia,F,1506,4,5,1.25
1427,Spencer,F,4043,2,5,2.5
1428,Stacy,F,162918,2,4,2
1429,Stanley,F,1438,2,5,2.5
1430,Starling,F,149,2,6,3
1431,Stella,F,174691,2,4,2
1432,Stephen,F,2931,2,5,2.5
1433,Sterling,F,2514,2,6,3
1434,Steve,F,906,1,3,3
1435,Steven,F,4465,2,4,2
1436,Stewart,F,85,2,5,2.5
1437,Stuart,F,314,2,4,2
1438,Sudie,F,4023,2,2,1
1439,Sue,F,144478,1,1,1
1440,Sula,F,1351,2,2,1
1441,Sumner,F,190,2,4,2
1442,Susan,F,1121703,2,3,1.5
1443,Susanna,F,18763,3,4,1.333333333
1444,Susie,F,85089,2,2,1
1445,Suzanne,F,218879,2,4,2
1446,Sybilla,F,174,3,5,1.666666667
1447,Sydney,F,170085,2,5,2.5
1448,Sylvester,F,623,3,7,2.333333333
1449,Sylvia,F,239775,3,4,1.333333333
1450,Tabitha,F,58034,3,4,1.333333333
1451,Taylor,F,320446,2,4,2
1452,Ted,F,264,1,2,2
1453,Tella,F,54,2,3,1.5
1454,Tempie,F,1681,2,3,1.5
1455,Tena,F,8117,2,2,1
1456,Tennessee,F,798,3,5,1.666666667
1457,Tennie,F,2777,2,3,1.5
1458,Teresa,F,413688,3,3,1
1459,Teressa,F,6464,3,4,1.333333333
1460,Terry,F,96895,2,4,2
1461,Tessie,F,9917,2,3,1.5
1462,Texas,F,218,2,3,1.5
1463,Thad,F,5,1,3,3
1464,Thaddeus,F,32,3,5,1.666666667
1465,Thea,F,13038,2,2,1
1466,Theda,F,6539,2,3,1.5
1467,Thelma,F,225260,2,4,2
1468,Theo,F,3220,2,2,1
1469,Theodora,F,10097,4,4,1
1470,Theodore,F,894,3,4,1.333333333
1471,Theodosia,F,1506,3,4,1.333333333
1472,Theresa,F,403546,3,4,1.333333333
1473,Therese,F,35129,2,4,2
1474,Theron,F,40,2,4,2
1475,Thomas,F,8472,2,4,2
1476,Thurman,F,5,2,5,2.5
1477,Thursa,F,150,2,4,2
1478,Tilda,F,1923,2,3,1.5
1479,Tilden,F,45,2,4,2
1480,Tillie,F,14676,2,3,1.5
1481,Tim,F,188,1,2,2
1482,Timothy,F,4326,3,5,1.666666667
